code,lable
20410,長野県根羽村
20411,長野県下條村
20412,長野県売木村
20413,長野県天龍村
20414,長野県泰阜村
20415,長野県喬木村
20416,長野県豊丘村
20417,長野県大鹿村
20422,長野県上松町
20423,長野県南木曽町
20425,長野県木祖村
20429,長野県王滝村
20430,長野県大桑村
20432,長野県木曽町
20446,長野県麻績村
20448,長野県生坂村
20450,長野県山形村
20451,長野県朝日村
20452,長野県筑北村
20481,長野県池田町
20482,長野県松川村
20485,長野県白馬村
20486,長野県小谷村
20521,長野県坂城町
20541,長野県小布施町
20543,長野県高山村
20561,長野県山ノ内町
20562,長野県木島平村
20563,長野県野沢温泉村
20583,長野県信濃町
20588,長野県小川村
20590,長野県飯綱町
20602,長野県栄村
21000,岐阜県
21201,岐阜県岐阜市
21202,岐阜県大垣市
21203,岐阜県高山市
21204,岐阜県多治見市
21205,岐阜県関市
21206,岐阜県中津川市
21207,岐阜県美濃市
21208,岐阜県瑞浪市
21209,岐阜県羽島市
21210,岐阜県恵那市
21211,岐阜県美濃加茂市
21212,岐阜県土岐市
21213,岐阜県各務原市
21214,岐阜県可児市
21215,岐阜県山県市
21216,岐阜県瑞穂市
21217,岐阜県飛騨市
21218,岐阜県本巣市
21219,岐阜県郡上市
21220,岐阜県下呂市
21221,岐阜県海津市
21302,岐阜県岐南町
21303,岐阜県笠松町
21341,岐阜県養老町
21361,岐阜県垂井町
21362,岐阜県関ケ原町
21381,岐阜県神戸町
21382,岐阜県輪之内町
21383,岐阜県安八町
21401,岐阜県揖斐川町
21403,岐阜県大野町
21404,岐阜県池田町
21421,岐阜県北方町
21501,岐阜県坂祝町
21502,岐阜県富加町
21503,岐阜県川辺町
21504,岐阜県七宗町
21505,岐阜県八百津町
21506,岐阜県白川町
21507,岐阜県東白川村
21521,岐阜県御嵩町
21604,岐阜県白川村
22000,静岡県
22100,静岡県静岡市
22130,静岡県浜松市
22203,静岡県沼津市
22205,静岡県熱海市
22206,静岡県三島市
22207,静岡県富士宮市
22208,静岡県伊東市
22209,静岡県島田市
22210,静岡県富士市
22211,静岡県磐田市
22212,静岡県焼津市
22213,静岡県掛川市
22214,静岡県藤枝市
22215,静岡県御殿場市
22216,静岡県袋井市
22219,静岡県下田市
22220,静岡県裾野市
22221,静岡県湖西市
22222,静岡県伊豆市
22223,静岡県御前崎市
22224,静岡県菊川市
22225,静岡県伊豆の国市
22226,静岡県牧之原市
22301,静岡県東伊豆町
22302,静岡県河津町
22304,静岡県南伊豆町
22305,静岡県松崎町
22306,静岡県西伊豆町
22325,静岡県函南町
22341,静岡県清水町
22342,静岡県長泉町
22344,静岡県小山町
22424,静岡県吉田町
22429,静岡県川根本町
22461,静岡県森町
23000,愛知県
23100,愛知県名古屋市
23201,愛知県豊橋市
23202,愛知県岡崎市
23203,愛知県一宮市
23204,愛知県瀬戸市
23205,愛知県半田市
23206,愛知県春日井市
23207,愛知県豊川市
23208,愛知県津島市
23209,愛知県碧南市
23210,愛知県刈谷市
23211,愛知県豊田市
23212,愛知県安城市
23213,愛知県西尾市
23214,愛知県蒲郡市
23215,愛知県犬山市
23216,愛知県常滑市
23217,愛知県江南市
23219,愛知県小牧市
23220,愛知県稲沢市
23221,愛知県新城市
23222,愛知県東海市
23223,愛知県大府市
23224,愛知県知多市
23225,愛知県知立市
23226,愛知県尾張旭市
23227,愛知県高浜市
23228,愛知県岩倉市
23229,愛知県豊明市
23230,愛知県日進市
23231,愛知県田原市
23232,愛知県愛西市
23233,愛知県清須市
23234,愛知県北名古屋市
23235,愛知県弥富市
23236,愛知県みよし市
23237,愛知県あま市
23238,愛知県長久手市
23302,愛知県東郷町
23342,愛知県豊山町
23361,愛知県大口町
23362,愛知県扶桑町
23424,愛知県大治町
23425,愛知県蟹江町
23427,愛知県飛島村
23441,愛知県阿久比町
23442,愛知県東浦町
23445,愛知県南知多町
23446,愛知県美浜町
23447,愛知県武豊町
23501,愛知県幸田町
23561,愛知県設楽町
23562,愛知県東栄町
23563,愛知県豊根村
24000,三重県
24201,三重県津市
24202,三重県四日市市
24203,三重県伊勢市
24204,三重県松阪市
24205,三重県桑名市
24207,三重県鈴鹿市
24208,三重県名張市
24209,三重県尾鷲市
24210,三重県亀山市
24211,三重県鳥羽市
24212,三重県熊野市
24214,三重県いなべ市
24215,三重県志摩市
24216,三重県伊賀市
24303,三重県木曽岬町
24324,三重県東員町
24341,三重県菰野町
24343,三重県朝日町
24344,三重県川越町
24441,三重県多気町
24442,三重県明和町
24443,三重県大台町
24461,三重県玉城町
24470,三重県度会町
24471,三重県大紀町
24472,三重県南伊勢町
24543,三重県紀北町
24561,三重県御浜町
24562,三重県紀宝町
25000,滋賀県
25201,滋賀県大津市
25202,滋賀県彦根市
25203,滋賀県長浜市
25204,滋賀県近江八幡市
25206,滋賀県草津市
25207,滋賀県守山市
25208,滋賀県栗東市
25209,滋賀県甲賀市
25210,滋賀県野洲市
25211,滋賀県湖南市
25212,滋賀県高島市
25213,滋賀県東近江市
25214,滋賀県米原市
25383,滋賀県日野町
25384,滋賀県竜王町
25425,滋賀県愛荘町
25441,滋賀県豊郷町
25442,滋賀県甲良町
25443,滋賀県多賀町
26000,京都府
26100,京都府京都市
26201,京都府福知山市
26202,京都府舞鶴市
26203,京都府綾部市
26204,京都府宇治市
26205,京都府宮津市
26206,京都府亀岡市
26207,京都府城陽市
26208,京都府向日市
26209,京都府長岡京市
26210,京都府八幡市
26211,京都府京田辺市
26212,京都府京丹後市
26213,京都府南丹市
26214,京都府木津川市
26303,京都府大山崎町
26322,京都府久御山町
26343,京都府井手町
26344,京都府宇治田原町
26364,京都府笠置町
26365,京都府和束町
26366,京都府精華町
26367,京都府南山城村
26407,京都府京丹波町
26463,京都府伊根町
26465,京都府与謝野町
27000,大阪府
27100,大阪府大阪市
27140,大阪府堺市
27202,大阪府岸和田市
27203,大阪府豊中市
27204,大阪府池田市
27205,大阪府吹田市
27206,大阪府泉大津市
27207,大阪府高槻市
27208,大阪府貝塚市
27209,大阪府守口市
27210,大阪府枚方市
27211,大阪府茨木市
27212,大阪府八尾市
27213,大阪府泉佐野市
27214,大阪府富田林市
27215,大阪府寝屋川市
27216,大阪府河内長野市
27217,大阪府松原市
27218,大阪府大東市
27219,大阪府和泉市
27220,大阪府箕面市
27221,大阪府柏原市
27222,大阪府羽曳野市
27223,大阪府門真市
27224,大阪府摂津市
27225,大阪府高石市
27226,大阪府藤井寺市
27227,大阪府東大阪市
27228,大阪府泉南市
27229,大阪府四條畷市
27230,大阪府交野市
27231,大阪府大阪狭山市
27232,大阪府阪南市
27301,大阪府島本町
27321,大阪府豊能町
27322,大阪府能勢町
27341,大阪府忠岡町
27361,大阪府熊取町
27362,大阪府田尻町
27366,大阪府岬町
27381,大阪府太子町
27382,大阪府河南町
27383,大阪府千早赤阪村
28000,兵庫県
28100,兵庫県神戸市
28201,兵庫県姫路市
28202,兵庫県尼崎市
28203,兵庫県明石市
28204,兵庫県西宮市
28205,兵庫県洲本市
28206,兵庫県芦屋市
28207,兵庫県伊丹市
28208,兵庫県相生市
28209,兵庫県豊岡市
28210,兵庫県加古川市
28212,兵庫県赤穂市
28213,兵庫県西脇市
28214,兵庫県宝塚市
28215,兵庫県三木市
28216,兵庫県高砂市
28217,兵庫県川西市
28218,兵庫県小野市
28219,兵庫県三田市
28220,兵庫県加西市
28221,兵庫県丹波篠山市
28222,兵庫県養父市
28223,兵庫県丹波市
28224,兵庫県南あわじ市
28225,兵庫県朝来市
28226,兵庫県淡路市
28227,兵庫県宍粟市
28228,兵庫県加東市
28229,兵庫県たつの市
28301,兵庫県猪名川町
28365,兵庫県多可町
28381,兵庫県稲美町
28382,兵庫県播磨町
28442,兵庫県市川町
28443,兵庫県福崎町
28446,兵庫県神河町
28464,兵庫県太子町
28481,兵庫県上郡町
28501,兵庫県佐用町
28585,兵庫県香美町
28586,兵庫県新温泉町
29000,奈良県
29201,奈良県奈良市
29202,奈良県大和高田市
29203,奈良県大和郡山市
29204,奈良県天理市
29205,奈良県橿原市
29206,奈良県桜井市
29207,奈良県五條市
29208,奈良県御所市
29209,奈良県生駒市
29210,奈良県香芝市
29211,奈良県葛城市
29212,奈良県宇陀市
29322,奈良県山添村
29342,奈良県平群町
29343,奈良県三郷町
29344,奈良県斑鳩町
29345,奈良県安堵町
29361,奈良県川西町
29362,奈良県三宅町
29363,奈良県田原本町
29385,奈良県曽爾村
29386,奈良県御杖村
29401,奈良県高取町
29402,奈良県明日香村
29424,奈良県上牧町
29425,奈良県王寺町
29426,奈良県広陵町
29427,奈良県河合町
29441,奈良県吉野町
29442,奈良県大淀町
29443,奈良県下市町
29444,奈良県黒滝村
29446,奈良県天川村
29447,奈良県野迫川村
29449,奈良県十津川村
29450,奈良県下北山村
29451,奈良県上北山村
29452,奈良県川上村
29453,奈良県東吉野村
30000,和歌山県
30201,和歌山県和歌山市
30202,和歌山県海南市
30203,和歌山県橋本市
30204,和歌山県有田市
30205,和歌山県御坊市
30206,和歌山県田辺市
30207,和歌山県新宮市
30208,和歌山県紀の川市
30209,和歌山県岩出市
30304,和歌山県紀美野町
30341,和歌山県かつらぎ町
30343,和歌山県九度山町
30344,和歌山県高野町
30361,和歌山県湯浅町
30362,和歌山県広川町
30366,和歌山県有田川町
30381,和歌山県美浜町
30382,和歌山県日高町
30383,和歌山県由良町
30390,和歌山県印南町
30391,和歌山県みなべ町
30392,和歌山県日高川町
30401,和歌山県白浜町
30404,和歌山県上富田町
30406,和歌山県すさみ町
30421,和歌山県那智勝浦町
30422,和歌山県太地町
30424,和歌山県古座川町
30427,和歌山県北山村
30428,和歌山県串本町
31000,鳥取県
31201,鳥取県鳥取市
31202,鳥取県米子市
31203,鳥取県倉吉市
31204,鳥取県境港市
31302,鳥取県岩美町
31325,鳥取県若桜町
31328,鳥取県智頭町
31329,鳥取県八頭町
31364,鳥取県三朝町
31370,鳥取県湯梨浜町
31371,鳥取県琴浦町
31372,鳥取県北栄町
31384,鳥取県日吉津村
31386,鳥取県大山町
31389,鳥取県南部町
31390,鳥取県伯耆町
31401,鳥取県日南町
31402,鳥取県日野町
31403,鳥取県江府町
32000,島根県
32201,島根県松江市
32202,島根県浜田市
32203,島根県出雲市
32204,島根県益田市
32205,島根県大田市
32206,島根県安来市
32207,島根県江津市
32209,島根県雲南市
32343,島根県奥出雲町
32386,島根県飯南町
32441,島根県川本町
32448,島根県美郷町
32449,島根県邑南町
32501,島根県津和野町
32505,島根県吉賀町
32525,島根県海士町
32526,島根県西ノ島町
32527,島根県知夫村
32528,島根県隠岐の島町
33000,岡山県
33100,岡山県岡山市
33202,岡山県倉敷市
33203,岡山県津山市
33204,岡山県玉野市
33205,岡山県笠岡市
33207,岡山県井原市
33208,岡山県総社市
33209,岡山県高梁市
33210,岡山県新見市
33211,岡山県備前市
33212,岡山県瀬戸内市
33213,岡山県赤磐市
33214,岡山県真庭市
33215,岡山県美作市
33216,岡山県浅口市
33346,岡山県和気町
33423,岡山県早島町
33445,岡山県里庄町
33461,岡山県矢掛町
33586,岡山県新庄村
33606,岡山県鏡野町
33622,岡山県勝央町
33623,岡山県奈義町
33643,岡山県西粟倉村
33663,岡山県久米南町
33666,岡山県美咲町
33681,岡山県吉備中央町
34000,広島県
34100,広島県広島市
34202,広島県呉市
34203,広島県竹原市
34204,広島県三原市
34205,広島県尾道市
34207,広島県福山市
34208,広島県府中市
34209,広島県三次市
34210,広島県庄原市
34211,広島県大竹市
34212,広島県東広島市
34213,広島県廿日市市
34214,広島県安芸高田市
34215,広島県江田島市
34302,広島県府中町
34304,広島県海田町
34307,広島県熊野町
34309,広島県坂町
34368,広島県安芸太田町
34369,広島県北広島町
34431,広島県大崎上島町
34462,広島県世羅町
34545,広島県神石高原町
35000,山口県
35201,山口県下関市
35202,山口県宇部市
35203,山口県山口市
35204,山口県萩市
35206,山口県防府市
35207,山口県下松市
35208,山口県岩国市
35210,山口県光市
35211,山口県長門市
35212,山口県柳井市
35213,山口県美祢市
35215,山口県周南市
35216,山口県山陽小野田市
35305,山口県周防大島町
35321,山口県和木町
35341,山口県上関町
35343,山口県田布施町
35344,山口県平生町
35502,山口県阿武町
36000,徳島県
36201,徳島県徳島市
36202,徳島県鳴門市
36203,徳島県小松島市
36204,徳島県阿南市
36205,徳島県吉野川市
36206,徳島県阿波市
36207,徳島県美馬市
36208,徳島県三好市
36301,徳島県勝浦町
36302,徳島県上勝町
36321,徳島県佐那河内村
36341,徳島県石井町
36342,徳島県神山町
36368,徳島県那賀町
36383,徳島県牟岐町
36387,徳島県美波町
36388,徳島県海陽町
36401,徳島県松茂町
36402,徳島県北島町
36403,徳島県藍住町
36404,徳島県板野町
36405,徳島県上板町
36468,徳島県つるぎ町
36489,徳島県東みよし町
37000,香川県
37201,香川県高松市
37202,香川県丸亀市
37203,香川県坂出市
37204,香川県善通寺市
37205,香川県観音寺市
37206,香川県さぬき市
37207,香川県東かがわ市
37208,香川県三豊市
37322,香川県土庄町
37324,香川県小豆島町
37341,香川県三木町
37364,香川県直島町
37386,香川県宇多津町
37387,香川県綾川町
37403,香川県琴平町
37404,香川県多度津町
37406,香川県まんのう町
38000,愛媛県
38201,愛媛県松山市
38202,愛媛県今治市
38203,愛媛県宇和島市
38204,愛媛県八幡浜市
38205,愛媛県新居浜市
38206,愛媛県西条市
38207,愛媛県大洲市
38210,愛媛県伊予市
38213,愛媛県四国中央市
38214,愛媛県西予市
38215,愛媛県東温市
38356,愛媛県上島町
38386,愛媛県久万高原町
38401,愛媛県松前町
38402,愛媛県砥部町
38422,愛媛県内子町
38442,愛媛県伊方町
38484,愛媛県松野町
38488,愛媛県鬼北町
38506,愛媛県愛南町
39000,高知県
39201,高知県高知市
39202,高知県室戸市
39203,高知県安芸市
39204,高知県南国市
39205,高知県土佐市
39206,高知県須崎市
39208,高知県宿毛市
39209,高知県土佐清水市
39210,高知県四万十市
39211,高知県香南市
39212,高知県香美市
39301,高知県東洋町
39302,高知県奈半利町
39303,高知県田野町
39304,高知県安田町
39305,高知県北川村
39306,高知県馬路村
39307,高知県芸西村
39341,高知県本山町
39344,高知県大豊町
39363,高知県土佐町
39364,高知県大川村
39386,高知県いの町
39387,高知県仁淀川町
39401,高知県中土佐町
39402,高知県佐川町
39403,高知県越知町
39405,高知県梼原町
39410,高知県日高村
39411,高知県津野町
39412,高知県四万十町
39424,高知県大月町
39427,高知県三原村
39428,高知県黒潮町
40000,福岡県
40100,福岡県北九州市
40130,福岡県福岡市
40202,福岡県大牟田市
40203,福岡県久留米市
40204,福岡県直方市
40205,福岡県飯塚市
40206,福岡県田川市
40207,福岡県柳川市
40210,福岡県八女市
40211,福岡県筑後市
40212,福岡県大川市
40213,福岡県行橋市
40214,福岡県豊前市
40215,福岡県中間市
40216,福岡県小郡市
40217,福岡県筑紫野市
40218,福岡県春日市
40219,福岡県大野城市
40220,福岡県宗像市
40221,福岡県太宰府市
40223,福岡県古賀市
40224,福岡県福津市
40225,福岡県うきは市
40226,福岡県宮若市
40227,福岡県嘉麻市
40228,福岡県朝倉市
40229,福岡県みやま市
40230,福岡県糸島市
40231,福岡県那珂川市
40341,福岡県宇美町
40342,福岡県篠栗町
40343,福岡県志免町
40344,福岡県須恵町
40345,福岡県新宮町
40348,福岡県久山町
40349,福岡県粕屋町
40381,福岡県芦屋町
40382,福岡県水巻町
40383,福岡県岡垣町
40384,福岡県遠賀町
40401,福岡県小竹町
40402,福岡県鞍手町
40421,福岡県桂川町
40447,福岡県筑前町
40448,福岡県東峰村
40503,福岡県大刀洗町
40522,福岡県大木町
40544,福岡県広川町
40601,福岡県香春町
40602,福岡県添田町
40604,福岡県糸田町
40605,福岡県川崎町
40608,福岡県大任町
40609,福岡県赤村
40610,福岡県福智町
40621,福岡県苅田町
40625,福岡県みやこ町
40642,福岡県吉富町
40646,福岡県上毛町
40647,福岡県築上町
41000,佐賀県
41201,佐賀県佐賀市
41202,佐賀県唐津市
41203,佐賀県鳥栖市
41204,佐賀県多久市
41205,佐賀県伊万里市
41206,佐賀県武雄市
41207,佐賀県鹿島市
41208,佐賀県小城市
41209,佐賀県嬉野市
41210,佐賀県神埼市
41327,佐賀県吉野ヶ里町
41341,佐賀県基山町
41345,佐賀県上峰町
41346,佐賀県みやき町
41387,佐賀県玄海町
41401,佐賀県有田町
41423,佐賀県大町町
41424,佐賀県江北町
41425,佐賀県白石町
41441,佐賀県太良町
42000,長崎県
42201,長崎県長崎市
42202,長崎県佐世保市
42203,長崎県島原市
42204,長崎県諫早市
42205,長崎県大村市
42207,長崎県平戸市
42208,長崎県松浦市
42209,長崎県対馬市
42210,長崎県壱岐市
42211,長崎県五島市
42212,長崎県西海市
42213,長崎県雲仙市
42214,長崎県南島原市
42307,長崎県長与町
42308,長崎県時津町
42321,長崎県東彼杵町
42322,長崎県川棚町
42323,長崎県波佐見町
42383,長崎県小値賀町
42391,長崎県佐々町
42411,長崎県新上五島町
43000,熊本県
43100,熊本県熊本市
43202,熊本県八代市
43203,熊本県人吉市
43204,熊本県荒尾市
43205,熊本県水俣市
43206,熊本県玉名市
43208,熊本県山鹿市
43210,熊本県菊池市
43211,熊本県宇土市
43212,熊本県上天草市
43213,熊本県宇城市
43214,熊本県阿蘇市
43215,熊本県天草市
43216,熊本県合志市
43348,熊本県美里町
43364,熊本県玉東町
43367,熊本県南関町
43368,熊本県長洲町
43369,熊本県和水町
43403,熊本県大津町
43404,熊本県菊陽町
43423,熊本県南小国町
43424,熊本県小国町
43425,熊本県産山村
43428,熊本県高森町
43432,熊本県西原村
43433,熊本県南阿蘇村
43441,熊本県御船町
43442,熊本県嘉島町
43443,熊本県益城町
43444,熊本県甲佐町
43447,熊本県山都町
43468,熊本県氷川町
43482,熊本県芦北町
43484,熊本県津奈木町
43501,熊本県錦町
43505,熊本県多良木町
43506,熊本県湯前町
43507,熊本県水上村
43510,熊本県相良村
43511,熊本県五木村
43512,熊本県山江村
43513,熊本県球磨村
43514,熊本県あさぎり町
43531,熊本県苓北町
44000,大分県
44201,大分県大分市
44202,大分県別府市
44203,大分県中津市
44204,大分県日田市
44205,大分県佐伯市
44206,大分県臼杵市
44207,大分県津久見市
44208,大分県竹田市
44209,大分県豊後高田市
44210,大分県杵築市
44211,大分県宇佐市
44212,大分県豊後大野市
44213,大分県由布市
44214,大分県国東市
44322,大分県姫島村
44341,大分県日出町
44461,大分県九重町
44462,大分県玖珠町
45000,宮崎県
45201,宮崎県宮崎市
45202,宮崎県都城市
45203,宮崎県延岡市
45204,宮崎県日南市
45205,宮崎県小林市
45206,宮崎県日向市
45207,宮崎県串間市
45208,宮崎県西都市
45209,宮崎県えびの市
45341,宮崎県三股町
45361,宮崎県高原町
45382,宮崎県国富町
45383,宮崎県綾町
45401,宮崎県高鍋町
45402,宮崎県新富町
45403,宮崎県西米良村
45404,宮崎県木城町
45405,宮崎県川南町
45406,宮崎県都農町
45421,宮崎県門川町
45429,宮崎県諸塚村
45430,宮崎県椎葉村
45431,宮崎県美郷町
45441,宮崎県高千穂町
45442,宮崎県日之影町
45443,宮崎県五ヶ瀬町
46000,鹿児島県
46201,鹿児島県鹿児島市
46203,鹿児島県鹿屋市
46204,鹿児島県枕崎市
46206,鹿児島県阿久根市
46208,鹿児島県出水市
46210,鹿児島県指宿市
46213,鹿児島県西之表市
46214,鹿児島県垂水市
46215,鹿児島県薩摩川内市
46216,鹿児島県日置市
46217,鹿児島県曽於市
46218,鹿児島県霧島市
46219,鹿児島県いちき串木野市
46220,鹿児島県南さつま市
46221,鹿児島県志布志市
46222,鹿児島県奄美市
46223,鹿児島県南九州市
46224,鹿児島県伊佐市
46225,鹿児島県姶良市
46303,鹿児島県三島村
46304,鹿児島県十島村
46392,鹿児島県さつま町
46404,鹿児島県長島町
46452,鹿児島県湧水町
46468,鹿児島県大崎町
46482,鹿児島県東串良町
46490,鹿児島県錦江町
46491,鹿児島県南大隅町
46492,鹿児島県肝付町
46501,鹿児島県中種子町
46502,鹿児島県南種子町
46505,鹿児島県屋久島町
46523,鹿児島県大和村
46524,鹿児島県宇検村
46525,鹿児島県瀬戸内町
46527,鹿児島県龍郷町
46529,鹿児島県喜界町
46530,鹿児島県徳之島町
46531,鹿児島県天城町
46532,鹿児島県伊仙町
46533,鹿児島県和泊町
46534,鹿児島県知名町
46535,鹿児島県与論町
47000,沖縄県
47201,沖縄県那覇市
47205,沖縄県宜野湾市
47207,沖縄県石垣市
47208,沖縄県浦添市
47209,沖縄県名護市
47210,沖縄県糸満市
47211,沖縄県沖縄市
47212,沖縄県豊見城市
47213,沖縄県うるま市
47214,沖縄県宮古島市
47215,沖縄県南城市
47301,沖縄県国頭村
47302,沖縄県大宜味村
47303,沖縄県東村
47306,沖縄県今帰仁村
47308,沖縄県本部町
47311,沖縄県恩納村
47313,沖縄県宜野座村
47314,沖縄県金武町
47315,沖縄県伊江村
47324,沖縄県読谷村
47325,沖縄県嘉手納町
47326,沖縄県北谷町
47327,沖縄県北中城村
47328,沖縄県中城村
47329,沖縄県西原町
47348,沖縄県与那原町
47350,沖縄県南風原町
47353,沖縄県渡嘉敷村
47354,沖縄県座間味村
47355,沖縄県粟国村
47356,沖縄県渡名喜村
47357,沖縄県南大東村
47358,沖縄県北大東村
47359,沖縄県伊平屋村
47360,沖縄県伊是名村
47361,沖縄県久米島町
47362,沖縄県八重瀬町
47375,沖縄県多良間村
47381,沖縄県竹富町
47382,沖縄県与那国町
